index,filename,md5,true_label,pred_label,prob_pred,prob_true,confusion_var,difficulty,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9
30887,30887_2_bird.png,6bcb221e37132d85b55b0ecf8312bd39,2,2,0.9999715089797974,0.9999715089797974,0.009767754003405571,2.782932766454138e-07,4.71111161459703e-06,2.6039492340146353e-08,0.9999715089797974,8.61321223055711e-06,6.545710220962064e-06,3.4850741030822974e-06,6.957270670682192e-07,2.664292196641327e-06,1.6571880223636981e-06,1.1866954707784316e-07
19405,19405_1_automobile.png,b1cb646e71369db7590185e00753abed,1,1,0.9999934434890747,0.9999934434890747,0.04246201366186142,2.784026564839337e-07,2.5117202540059225e-08,0.9999934434890747,5.759106525005109e-09,4.583984392070306e-08,8.315240052070294e-09,2.0273601464282365e-08,6.950483566470211e-08,8.225986114496209e-09,2.6008146960521117e-06,3.8052287436585175e-06
17894,17894_8_ship.png,570935148272bf73e752ff601276e576,8,8,0.9999909400939941,0.9999909400939941,0.030738314613699913,2.7848624117865484e-07,1.047057253344974e-06,9.06966931779607e-07,1.6537325109311496e-06,4.4606256466295235e-08,1.23629186887797e-08,2.0422817215148825e-08,5.208538823353592e-06,2.268958354534334e-08,0.9999909400939941,1.3118511787979514e-07
920,00920_6_frog.png,945a0239a375ad08319d74e29f9c3ce6,6,6,0.9999545812606812,0.9999545812606812,0.006153519731014967,2.7948510855635433e-07,2.1981372810842004e-06,2.7077649065176956e-06,5.4882334552530665e-06,9.098747796087991e-06,1.2604981748154387e-05,5.1190754675189964e-06,0.9999545812606812,6.666088552265137e-07,2.2741685370419873e-06,5.248728484730236e-06
48874,48874_8_ship.png,7a26d20b3eb1a7dc60f3e336f1f6442a,8,8,0.9999969005584717,0.9999969005584717,0.09030310809612274,2.7988920336952106e-07,2.980335239044507e-06,4.619327498289749e-08,1.558634288301164e-08,1.0164497687981111e-08,5.515621737117726e-09,2.35906849610501e-09,4.30126023687194e-09,2.319276104501e-09,0.9999969005584717,5.096460498066335e-08
41958,41958_4_deer.png,47265aab4767f9cd4eb962c3888ad470,4,4,0.9999836683273315,0.9999836683273315,0.01715756021440029,2.80211657210927e-07,4.199118848191574e-07,3.9891492775723236e-08,6.760721589671448e-06,2.213569558762174e-07,0.9999836683273315,3.0384596811927622e-06,2.5783260753087234e-06,2.9682155400223564e-06,2.420918008283479e-07,2.432738632762721e-08
39735,39735_1_automobile.png,9791d3afdf0de340946050d913592c7c,1,1,0.9999969005584717,0.9999969005584717,0.09058941900730133,2.807766072976392e-07,2.4353198568860535e-08,0.9999969005584717,4.520663843265993e-10,1.481821998439159e-09,1.1664900156915792e-09,7.084585695871226e-10,1.695146356617272e-09,1.9935566530904225e-09,1.196805641257015e-07,2.9850370992789976e-06
28257,28257_7_horse.png,e0ee708c032dae86db9b38604e7ffd58,7,7,0.999992847442627,0.999992847442627,0.03926295414566994,2.808305321622129e-07,1.0844206599358586e-07,4.5778133284102296e-08,6.467867308401765e-08,2.990270431268982e-08,3.004317022714531e-06,3.852586360153509e-06,3.5375745000010284e-08,0.999992847442627,3.178412555371324e-08,6.16992750224199e-08
46582,46582_8_ship.png,01c43c96610f1986328798f55cb9a86e,8,8,0.9999964237213135,0.9999964237213135,0.07865321636199951,2.8128582130193536e-07,3.2235511753242463e-06,6.291209331266145e-08,9.72037561552952e-10,8.366152215444345e-10,4.660979380233243e-10,1.3523561437356335e-10,6.250310269351189e-10,3.4157085493369266e-10,0.9999964237213135,2.987474942983681e-07
45009,45009_6_frog.png,8bedb961047b9eaf6b060f6b4fbfd0cd,6,6,0.9999897480010986,0.9999897480010986,0.02746892161667347,2.816113542358778e-07,2.0659739163875201e-07,1.1287818324490217e-07,5.6558037613285705e-06,4.3353409751034633e-07,2.0519901227089576e-06,6.357617508001567e-07,0.9999897480010986,2.1619248613546915e-08,1.0115707027580356e-06,2.3780754077051824e-07
43062,43062_9_truck.png,540b423f84ae78b03d81b73db8e87ad8,9,9,0.9999966621398926,0.9999966621398926,0.08439907431602478,2.817123032627933e-07,1.579360464631918e-08,3.111237447228632e-06,1.907511038012899e-09,7.590917228128546e-09,3.0642288706417276e-10,1.484028455678299e-08,1.2415988237535203e-09,7.970830750991809e-08,9.962103320049209e-08,0.9999966621398926
34148,34148_6_frog.png,fc08abc6f1f58b3efa0607bbc391491f,6,6,0.9999876022338867,0.9999876022338867,0.02273431420326233,2.818547102378943e-07,3.7009755260442034e-08,2.8698687515316124e-07,4.783883582604176e-07,1.7566551377967698e-06,4.977433491148986e-06,1.5560556221316801e-07,0.9999876022338867,1.5930757157889275e-08,4.494936092669377e-06,1.5834250177704234e-07
25152,25152_6_frog.png,232d4a40d44886fa0d5bb6795b2def5c,6,6,0.9999948740005493,0.9999948740005493,0.0550360381603241,2.821147013776226e-07,2.0649137510986293e-08,3.885154598037843e-08,3.938208919862518e-06,3.2686514828128566e-07,3.482012544964164e-08,4.656504870581557e-07,0.9999948740005493,8.770441439764909e-08,1.3476142157742288e-07,1.4670693992968609e-08
36659,36659_9_truck.png,be95def5843120a58307feb34bb787b0,9,9,0.9999934434890747,0.9999934434890747,0.04302925989031792,2.8212181257813995e-07,8.851046686686459e-07,4.434391030372353e-06,8.20349015384636e-08,5.694218074836499e-08,2.3413226912794016e-09,2.1662462046379005e-08,3.598793085757279e-08,7.736820606396577e-08,1.0295102583768312e-06,0.9999934434890747
28245,28245_1_automobile.png,00db9f7ee64d820f67eef858ba4ae6b9,1,1,0.9999971389770508,0.9999971389770508,0.09868505597114563,2.823402098783845e-07,8.987779409608265e-09,0.9999971389770508,2.107520602478985e-09,1.3913742380466942e-09,2.675489829684352e-10,4.420631860568847e-09,4.1796339722566245e-09,9.959931768221963e-10,3.174839235953186e-08,2.8664701403613435e-06
8270,08270_8_ship.png,3b326beb2bf8ef3dcd465d6615dc2573,8,8,0.9999823570251465,0.9999823570251465,0.01600571721792221,2.8238846638828363e-07,3.181715101163718e-06,3.1629913337383186e-06,7.138890396163333e-06,1.2113888203657552e-07,4.446512136269121e-08,3.6591731600310595e-07,6.373688847816084e-07,2.3070830934557307e-07,0.9999823570251465,2.8247559384908527e-06
37870,37870_0_airplane.png,1907935c8a1e00b00c7d68752feea575,0,0,0.9999921321868896,0.9999921321868896,0.035901911556720734,2.8246953043264966e-07,0.9999921321868896,7.598463014346635e-08,2.6989280286215944e-06,4.427814019436482e-06,8.755886682365599e-09,1.0758392932075367e-07,9.823880731119061e-08,4.8687983422723846e-08,2.277104300674182e-07,2.6631693117451505e-07
23,00023_6_frog.png,6b5b1a75b423b8b9283fd0f225c47598,6,6,0.9999942779541016,0.9999942779541016,0.04937204346060753,2.825090987812473e-07,1.169689234359339e-08,6.821959175340453e-08,7.965268196130637e-07,4.170144620729843e-06,3.240337775878288e-07,1.1915307851495527e-07,0.9999942779541016,7.219095099486594e-09,1.8845430815872533e-07,3.551587823835689e-08
3252,03252_4_deer.png,5c3e35a62431dae504d20da57c79174a,4,4,0.9999874830245972,0.9999874830245972,0.022583607584238052,2.826784606391186e-07,6.770183063053992e-07,1.4006309356773272e-07,6.407402906916104e-06,2.3514264739787905e-06,0.9999874830245972,7.834481721147313e-07,6.73921192628768e-07,1.0681825415304047e-06,3.9499170156886976e-07,8.560513720112795e-08
3581,03581_7_horse.png,1739214230e30defe3f32b79ef03189f,7,7,0.9999916553497314,0.9999916553497314,0.03387701138854027,2.8269181218121275e-07,3.347077210946736e-07,1.4611549659093725e-07,7.212098473985407e-09,1.2605268295828864e-07,3.380940597708104e-06,4.14855139752035e-06,1.7393933404719064e-08,0.9999916553497314,3.321186525795383e-08,5.6918082691481686e-08
38778,38778_9_truck.png,b0a2f8a93137e2c3b05dda4e4ccf048d,9,9,0.9999970197677612,0.9999970197677612,0.09485948830842972,2.8270330520996367e-07,3.72516026914127e-08,2.9265315788506996e-06,4.770285277899688e-10,8.908803139640042e-10,2.4242862925460962e-11,2.2412530165105693e-10,4.671190101390721e-10,5.218837029197232e-10,8.539682738728516e-09,0.9999970197677612
24342,24342_1_automobile.png,b5dbdca8e95768f0c5cf5fb9e9ab4cc2,1,1,0.9999873638153076,0.9999873638153076,0.022382892668247223,2.8283436570575304e-07,6.074780571907468e-07,0.9999873638153076,3.4744684285215044e-07,1.1796732479751881e-07,2.41043913717931e-08,1.0662780596248922e-06,7.367770535893214e-07,1.0644610881627159e-07,5.758179213444237e-06,3.7822135254828027e-06
35827,35827_1_automobile.png,3fe2449ac6d32b044b91aa96bb5d7961,1,1,0.9999955892562866,0.9999955892562866,0.06419549137353897,2.831498600031068e-07,1.6495448562636739e-07,0.9999955892562866,6.035562272188599e-09,5.265144320532045e-09,4.933152997210755e-09,1.0238911052340427e-08,2.623939820978194e-08,1.4700058947880734e-08,6.628079631809669e-07,3.6092874324822333e-06
19436,19436_7_horse.png,3632b9879ca3a9dcc86e42498f119da5,7,7,0.999995231628418,0.999995231628418,0.059405360370874405,2.832668322128029e-07,2.4210741855767992e-08,6.303597643864123e-08,2.776701713003149e-08,4.137123355008043e-08,8.41366556869616e-07,3.743012484846986e-06,1.3777010643423182e-08,0.999995231628418,1.581561903662987e-08,3.956384730940954e-08
40248,40248_1_automobile.png,70de6578cba666e28378eaaad646687e,1,1,0.999993085861206,0.999993085861206,0.04099668934941292,2.8345680025410047e-07,7.390652712047086e-08,0.999993085861206,3.429557970946462e-09,1.972214835888053e-09,1.9683403795767163e-09,4.530134489755255e-09,5.188085339113968e-08,1.5769048289371312e-08,3.38597601512447e-06,3.3916385291377082e-06
902,00902_0_airplane.png,34f799063297a22b78f566b67dd7f378,0,0,0.9999834299087524,0.9999834299087524,0.017108460888266563,2.834887580238643e-07,0.9999834299087524,6.264978082981543e-07,4.3561703932937235e-06,3.047846064418991e-07,6.335098987619858e-07,2.4135026421845396e-08,1.3768527651336626e-07,2.2509892971811496e-07,5.414929546532221e-06,4.852883648709394e-06
9376,09376_9_truck.png,b78a11ba4854363d4fb8c20262ced436,9,9,0.9999939203262329,0.9999939203262329,0.04664985463023186,2.836158974339753e-07,2.9862555095405696e-08,3.946239303331822e-06,9.927649813334938e-08,7.258452172642649e-10,4.179823848149411e-11,9.988837534891104e-10,6.204114999519561e-10,6.8640719774748504e-09,2.018265377046191e-06,0.9999939203262329
11916,11916_1_automobile.png,938b3d71debd04e216f3defb0e82d4ce,1,1,0.9999964237213135,0.9999964237213135,0.07932232320308685,2.8367873383672304e-07,1.0779780268421746e-07,0.9999964237213135,1.1028354895969983e-09,4.762775507316519e-09,1.7255485929013048e-09,3.718256147422494e-09,7.76924036216542e-09,2.4610555815485213e-09,2.384413733125257e-07,3.2418795399280498e-06
44876,44876_1_automobile.png,bea36679014d9a1e11d28ba122705953,1,1,0.9999966621398926,0.9999966621398926,0.08518093079328537,2.843220308079708e-07,4.14548644300794e-08,0.9999966621398926,1.39358591333405e-09,3.4899425571666143e-09,4.822547916560893e-10,3.6250020762906843e-09,9.143968249247791e-09,1.8787120747987274e-09,1.7627553461352363e-07,3.1248478080669884e-06
45966,45966_8_ship.png,132c95391dd1df2284ee482bef4c68a0,8,8,0.999995231628418,0.999995231628418,0.05962793156504631,2.84328134370071e-07,1.0803053100971738e-06,3.6935111893399153e-06,6.8929968399800146e-09,1.2614018718437592e-09,2.3676922644710885e-09,1.4263298320216222e-09,2.7894097698322184e-08,4.5754471322823065e-09,0.999995231628418,2.7149674508564203e-08
20679,20679_9_truck.png,e575cd57e6b754db89da9613f94dd20b,9,9,0.9999967813491821,0.9999967813491821,0.08839252591133118,2.8450467581819794e-07,3.5890778349312313e-08,3.054942453672993e-06,2.6837341238206136e-09,2.1897106350365902e-09,7.36154609493056e-11,2.4163249179309787e-09,9.677829648779834e-10,2.670931920079056e-09,3.5667692799279394e-08,0.9999967813491821
35433,35433_9_truck.png,1a0ba05047b15729eacdc83069adaccd,9,9,0.9999933242797852,0.9999933242797852,0.04263341426849365,2.8460874545999104e-07,1.7307241932940087e-06,4.350732979219174e-06,1.0514415116347209e-08,5.649894063708416e-08,1.0975697684045826e-08,3.563132722206319e-08,1.8291581582730032e-08,1.2341254773673427e-07,3.4899477441285853e-07,0.9999933242797852
2890,02890_9_truck.png,eac9866bbd9d7b803949fb1e8d85cfc4,9,9,0.9999905824661255,0.9999905824661255,0.030275940895080566,2.851246989621359e-07,3.4974063964909874e-06,4.488737886276795e-06,2.1915701253760744e-08,5.146556958379733e-09,2.5833730710189684e-09,3.1225273477986093e-09,7.834954018903773e-09,1.1646054076663859e-07,1.2793377663911087e-06,0.9999905824661255
10821,10821_6_frog.png,a88eb3ee0846add7147f09aaccced019,6,6,0.9999786615371704,0.9999786615371704,0.013365255668759346,2.8519401129578625e-07,1.6338466934939788e-07,2.4992132239276543e-06,7.846665539545938e-06,4.54651853942778e-06,3.9251981434063055e-06,5.636536570818862e-07,0.9999786615371704,2.0055168192811834e-07,7.331979645641695e-07,9.253820962840109e-07
29715,29715_2_bird.png,8f7d8985a7b43e2007250929ed3b974d,2,2,0.9999954700469971,0.9999954700469971,0.06298509985208511,2.853195422147792e-07,6.12656663179223e-08,4.4110981534117855e-09,0.9999954700469971,2.6847138201446796e-07,1.6726171736536344e-07,3.7042425446998095e-06,6.303875466073805e-08,7.971307525167504e-08,8.39404421526524e-08,2.8556900844023403e-08
3975,03975_7_horse.png,b9e672f25f53dd5b4c0c6329ed760cf3,7,7,0.9999920129776001,0.9999920129776001,0.03573351353406906,2.8540437302382315e-07,7.417575176305036e-08,3.2002407124309684e-07,5.799865832045725e-08,2.840946677906686e-08,4.212174644635525e-06,3.1089184631127864e-06,1.2960343909185212e-08,0.9999920129776001,2.1528604676746e-08,1.1068567573602195e-07
24450,24450_1_automobile.png,c160c6d3273fef04a97adc04ef4041c4,1,1,0.9999966621398926,0.9999966621398926,0.08560475707054138,2.8573670363130077e-07,6.54061338423162e-08,0.9999966621398926,1.2040853869521584e-09,3.978150697747651e-09,8.2306700344148e-10,3.6252647550583106e-09,4.65300598051499e-09,3.0321376520703325e-09,1.1127911392350143e-07,3.1295985536416993e-06
30844,30844_8_ship.png,ef052a75964f07b306b4a8ce4fcd93bf,8,8,0.999996542930603,0.999996542930603,0.0826631411910057,2.8577221566905564e-07,3.1852366646489827e-06,3.437004281181544e-08,2.7665025825740486e-08,5.485603526977911e-09,4.629837402347903e-09,8.349255731232574e-10,5.1674135193024995e-08,1.3222849482019683e-09,0.999996542930603,5.968794170030378e-08
16850,16850_1_automobile.png,2d089b3a5dd25c01833b51e567fa024d,1,1,0.999993085861206,0.999993085861206,0.04134831950068474,2.858880199241298e-07,2.9133775569789577e-07,0.999993085861206,2.4866713488336245e-07,3.891177158266146e-08,3.698349360092834e-08,2.084918548916903e-07,2.265569776227494e-07,7.660884904225895e-08,1.0949672741844552e-06,4.645658009394538e-06
11629,11629_2_bird.png,5c067c8b3b0bf790d9bb6b5696ba65bb,2,2,0.9999908208847046,0.9999908208847046,0.031156685203313828,2.8599080570401725e-07,5.425457402452594e-06,1.2536281346342548e-08,0.9999908208847046,8.362943617612473e-07,5.853244147147052e-07,1.5187778217296e-06,4.1267833239544416e-07,1.2058100651302084e-07,2.763608790701255e-07,1.946811778452684e-08
26101,26101_9_truck.png,d934628265b4fb0affb4bc69c3f813b9,9,9,0.9999971389770508,0.9999971389770508,0.10003567487001419,2.86204361543696e-07,5.530771396422551e-09,2.8824133551097475e-06,3.462127806663773e-11,7.729687445667821e-10,1.1589578255422062e-11,1.0639582964655503e-10,2.0947074630406348e-10,1.2323737863528805e-10,1.8057111361713396e-08,0.9999971389770508
14844,14844_1_automobile.png,05aafc25d1a1d1561f46be9bced05d36,1,1,0.9999963045120239,0.9999963045120239,0.077529676258564,2.8650998640245007e-07,1.908399482886125e-08,0.9999963045120239,1.8867118978249664e-09,9.376693199669717e-09,3.6636409461721087e-09,1.6401896729689724e-08,1.8894533937441338e-08,3.0627451685916185e-09,2.6080087422997167e-07,3.306327016616706e-06
24255,24255_1_automobile.png,f19c40061e80add25d39c8c9f48265ec,1,1,0.9999940395355225,0.9999940395355225,0.04807429015636444,2.8654509875991607e-07,2.1481160672465194e-07,0.9999940395355225,2.1707680986082778e-08,1.9387769611967087e-08,3.6640801504006504e-09,2.1228295565833832e-08,5.052696749885399e-08,1.1349237993840688e-08,1.5948918417052482e-06,4.102610546397045e-06
4415,04415_6_frog.png,db6a4915e95dd01364a00a5045c11c1d,6,6,0.9999719858169556,0.9999719858169556,0.01023232564330101,2.866502435416862e-07,9.159789016166542e-08,6.913426204846473e-06,3.7526401683862787e-06,9.961996738638845e-07,2.7603261969488813e-06,8.892818186723161e-06,0.9999719858169556,1.692330755531657e-07,2.558856294854195e-06,1.969456434380845e-06
46161,46161_7_horse.png,047d71657d25936e52348be83efa9ce8,7,7,0.999990701675415,0.999990701675415,0.030846111476421356,2.868171566916544e-07,1.9067633161284903e-07,5.747650675402838e-07,4.090460379302385e-07,1.2434553298135143e-07,8.298407578877232e-07,5.588243766396772e-06,8.525609587195504e-07,0.999990701675415,5.202657575864578e-07,1.4913867119048518e-07
23011,23011_8_ship.png,bae2a1ec7c0bf678f24b8ebe9169a1f5,8,8,0.9999927282333374,0.9999927282333374,0.039465758949518204,2.8698579024322157e-07,5.239608640295046e-07,4.628524948202539e-06,6.480832581701179e-08,9.206026163610659e-08,1.697197760108793e-08,2.615273508865812e-08,1.7461564993936918e-06,2.7108056244173895e-08,0.9999927282333374,2.4742274717937107e-07
33559,33559_7_horse.png,6ae3f9a6db3a520d17828c4194d2d3f2,7,7,0.9999784231185913,0.9999784231185913,0.013301368802785873,2.870020572309784e-07,3.226747367079952e-06,4.135042672714917e-06,2.37834797189862e-07,4.7136310854511976e-07,6.534933618240757e-06,6.063182354409946e-06,1.0093587121673409e-07,0.9999784231185913,2.0269207823275792e-07,6.637092724304239e-07
44662,44662_0_airplane.png,afd7a874c019c4e12dcbd48b12a697eb,0,0,0.9999836683273315,0.9999836683273315,0.017575163394212723,2.8703181564893043e-07,0.9999836683273315,9.241564384865342e-07,3.839445980702294e-06,5.188558702684531e-07,3.523449834119674e-07,5.360742960647258e-08,7.164837967366111e-08,1.4653757318683347e-07,6.061734438844724e-06,4.3679897316906136e-06
47784,47784_8_ship.png,30c58d6105da3f1c64744af964d8c7b0,8,8,0.9999939203262329,0.9999939203262329,0.047215141355991364,2.870526563114595e-07,2.1918492620898178e-06,3.891904270858504e-06,1.4698071204577445e-08,5.0726054467986614e-09,2.4346795690632916e-09,2.263167875327099e-09,1.0648370185606382e-08,6.000234087366607e-09,0.9999939203262329,5.8530304158921354e-08
31245,31245_1_automobile.png,d2c53e9026c9961a348a801d89af82c1,1,1,0.9999961853027344,0.9999961853027344,0.07531750202178955,2.87313469016226e-07,4.517234231116163e-08,0.9999961853027344,4.657141339237114e-09,1.540858662885114e-09,1.3977380364238456e-09,5.808156622322258e-09,1.2251598846546585e-08,3.2860463239359206e-09,4.3346906863916956e-07,3.367906401763321e-06
22803,22803_2_bird.png,b017e697cc35e0d5e3a41cb673261127,2,2,0.999990701675415,0.999990701675415,0.03093389980494976,2.876334410650827e-07,1.3928729458712041e-06,1.7631441195931075e-08,0.999990701675415,4.341642352301278e-07,1.9353853986103786e-07,5.464198238769313e-06,1.2041385843986063e-06,1.6398107050008548e-07,3.970429531818809e-07,2.1878323153146084e-08
30943,30943_1_automobile.png,793aea4e4c30db2018496492d55e86da,1,1,0.9999967813491821,0.9999967813491821,0.08938117325305939,2.876867863932375e-07,7.229588305790458e-08,0.9999967813491821,2.0006263312666306e-09,1.4682051130421314e-09,2.1399124694454486e-09,2.0607695550012295e-09,4.453992730191203e-09,1.299216023653571e-08,9.285880508969058e-08,3.0839569262752775e-06
37482,37482_7_horse.png,f8fe70c5b73bef8306cb44c0d99cbd38,7,7,0.9999911785125732,0.9999911785125732,0.03264186158776283,2.8794977158241863e-07,4.2502657038312464e-07,4.815524903278856e-07,6.755834647265146e-08,6.36693684441525e-08,5.126728410687065e-06,2.167351112802862e-06,6.45015276745653e-08,0.9999911785125732,7.961654802102203e-08,3.6460380670177983e-07
47046,47046_7_horse.png,32e1e9fc8f171f5e957b74d94f8b864f,7,7,0.9999877214431763,0.9999877214431763,0.023455364629626274,2.8799802742618397e-07,2.0156312530161813e-06,4.1305227682642e-07,3.014518412669531e-08,5.118704962114862e-07,2.516995891710394e-06,6.149072760308627e-06,2.0059559346918832e-07,0.9999877214431763,2.89987355017729e-07,2.4185186475733644e-07
28861,28861_1_automobile.png,529263de72dea99f581d710d2193db2a,1,1,0.9999958276748657,0.9999958276748657,0.0690586268901825,2.8813504471258966e-07,1.0818285822722373e-08,0.9999958276748657,1.4373400247791324e-08,5.944152947634507e-10,1.8422954273233927e-09,8.815509211501649e-09,4.440365852786954e-09,5.0803121709463994e-09,6.928834750397073e-07,3.514104946589214e-06
34862,34862_1_automobile.png,62cd57948e90e6d75791c3893b738881,1,1,0.9999918937683105,0.9999918937683105,0.03558354079723358,2.88448426033483e-07,1.5034133866720367e-06,0.9999918937683105,1.2758511580557297e-08,1.0927846183506063e-08,6.3907119596251505e-09,1.0690004437208245e-08,4.203895187515627e-08,3.9091446524253115e-08,4.827946668228833e-06,1.6790991139714606e-06
17373,17373_2_bird.png,356fea3ec1240817936b384587ea1f05,2,2,0.9999899864196777,0.9999899864196777,0.02881731279194355,2.885644763139794e-07,7.104554811121488e-07,1.6717953243983175e-08,0.9999899864196777,3.5648628227136214e-07,2.353771151319961e-07,2.1308653685991885e-06,5.6028939070529304e-06,2.7425235771261214e-07,6.640601668550516e-07,1.781763536712333e-08
25817,25817_1_automobile.png,8190621c87d7c94bc650c849bbc8fb97,1,1,0.9999934434890747,0.9999934434890747,0.04405001178383827,2.8881438352001965e-07,6.977859356993577e-08,0.9999934434890747,2.171487523128235e-08,3.57525564709249e-09,1.1652140363693775e-09,2.8766766746457506e-08,1.2158629658642894e-07,7.28417903772538e-09,2.2337681002682075e-06,4.106479536858387e-06
37937,37937_1_automobile.png,c5f67a822feca683db257970e492fee5,1,1,0.9999959468841553,0.9999959468841553,0.07131096720695496,2.8903161108928543e-07,2.2564412560655e-08,0.9999959468841553,9.449218074664145e-10,4.898693672927834e-10,1.119093817614214e-09,1.014492045925408e-09,7.400882129360298e-09,1.9731349887308625e-09,6.093452498134866e-07,3.4719691939244512e-06
35196,35196_0_airplane.png,d24500bf84dd944d36e69b5283f1167b,0,0,0.999991774559021,0.999991774559021,0.035159774124622345,2.8920464689718983e-07,0.999991774559021,7.336084308917634e-07,5.203786713536829e-06,1.4503554268685548e-07,4.885230850959488e-07,2.0714594484161353e-08,1.976370533895988e-08,2.060678951920636e-07,8.217128879550728e-07,6.055978474250878e-07
22316,22316_1_automobile.png,33450c0b8e8b5c6250a82e17dad19a19,1,1,0.9999821186065674,0.9999821186065674,0.016187679022550583,2.89458257363151e-07,4.460758589175384e-07,0.9999821186065674,1.2966929716640152e-06,9.86538793767977e-07,1.1638482533271599e-07,3.055990418943111e-06,3.5033539802498126e-07,1.2206531607716897e-07,4.4646380956692155e-06,7.0657920332450885e-06
42506,42506_8_ship.png,258983b2ed8067a1365a93a88277026f,8,8,0.9999903440475464,0.9999903440475464,0.03000531904399395,2.897299340443027e-07,3.825910880550509e-06,4.414284376252908e-06,2.9395883061056338e-08,1.669533489234709e-08,3.680732163502398e-08,8.722333966204587e-09,1.3320109815140313e-07,1.698557028362302e-08,0.9999903440475464,1.2361567769403337e-06
44101,44101_7_horse.png,0a32c716e19a13d6faa49b16567b1596,7,7,0.9999940395355225,0.9999940395355225,0.048610907047986984,2.8974358468047967e-07,3.3502595897516585e-07,7.058392981207362e-08,1.794327886273095e-08,2.5202590236972355e-08,4.2285687413823325e-06,1.2568621059472207e-06,3.130906378601139e-08,0.9999940395355225,2.2902662877299917e-08,4.0614896335000594e-08
27224,27224_5_dog.png,0625c71e2fd1ebcdde7f576f4ec795c3,5,5,0.9999912977218628,0.9999912977218628,0.033308956772089005,2.8986380629092423e-07,4.639006512263677e-09,3.142979778658628e-07,2.44541240590479e-07,5.28311102243606e-06,1.5397195056721102e-06,0.9999912977218628,5.213412919147231e-07,7.278997600224102e-07,9.607107642750634e-08,4.09389535604987e-08
26058,26058_2_bird.png,706f585f46a7b11891426ce9e23d6860,2,2,0.9999910593032837,0.9999910593032837,0.032471850514411926,2.9032096726666623e-07,4.791166247741785e-06,3.1703901726132244e-08,0.9999910593032837,1.982268855726943e-07,4.1204566514352337e-07,3.0065759801800596e-06,3.743737408967718e-07,1.2596716203461256e-07,4.916253715236962e-08,1.1973985358793016e-08
44755,44755_9_truck.png,2ac4ff48ff3063c17435936d39649ac8,9,9,0.9999971389770508,0.9999971389770508,0.10147731751203537,2.9032893422709094e-07,1.4898261291307335e-08,2.9029431516391924e-06,4.211993254177315e-11,6.062323976152584e-10,8.180368188392961e-11,1.11721562556788e-10,2.4846386059707015e-10,4.873407233318972e-10,7.098685639306268e-09,0.9999971389770508
28279,28279_8_ship.png,ecc02e91691ea150a71b70596e1164fd,8,8,0.9999970197677612,0.9999970197677612,0.09746246784925461,2.904607887543875e-07,2.962429334729677e-06,1.9687125263345706e-09,1.0620178347853226e-10,2.0724512383996085e-11,1.5002247222284382e-09,4.3134978228165366e-11,3.1694447066854536e-10,6.126976009879215e-11,0.9999970197677612,1.1516128495259181e-08
7971,07971_0_airplane.png,2c118f0fc7c879236a8863dc4758cd92,0,0,0.9999740123748779,0.9999740123748779,0.011178710497915745,2.9050813776798634e-07,0.9999740123748779,1.0405880175312632e-06,3.5844263948092703e-06,1.1767579053412192e-06,2.81238385468896e-06,8.917838556499191e-08,5.081388962935307e-07,1.9352285107743228e-06,5.846660769748269e-06,9.048862921190448e-06
29104,29104_0_airplane.png,f771d849e0ac7ad397081f8e45c5a87d,0,0,0.9999387264251709,0.9999387264251709,0.004742904100567102,2.90614689313351e-07,0.9999387264251709,5.338977189239813e-06,9.52544723986648e-06,9.314183444075752e-06,5.711064659408294e-06,3.040269689336128e-07,5.731708370149136e-07,5.867489562660921e-06,1.2962344044353813e-05,1.1635126611508895e-05
12711,12711_2_bird.png,db3738383149cd41b08c11038132898d,2,2,0.999987006187439,0.999987006187439,0.02236742526292801,2.9063813133944905e-07,4.3647937673085835e-06,1.801296711789746e-08,0.999987006187439,5.006683636565867e-07,2.0119068722124211e-07,2.145747430404299e-06,5.347326805349439e-06,7.956809611187055e-08,2.8061228363185364e-07,1.354027645561473e-08
12720,12720_2_bird.png,9047ed336bbfdb46a61047fc54076772,2,2,0.9999830722808838,0.9999830722808838,0.017169833183288574,2.906461133989069e-07,6.0835118347313255e-06,1.678870518162512e-07,0.9999830722808838,1.9082423818872485e-07,7.226122420433967e-07,8.196536214200023e-07,5.534137017093599e-06,3.380610280601104e-07,2.6527693535172148e-06,4.536483970696281e-07
24296,24296_9_truck.png,19e4af82f4f17094746cbbfe2b18d619,9,9,0.9999964237213135,0.9999964237213135,0.08137782663106918,2.910297869362921e-07,2.8551849595714884e-07,3.277382575106458e-06,7.786132294462789e-10,8.086208147517482e-09,1.8358518871774976e-10,9.916025778267112e-10,3.068300280517633e-09,4.416885968083761e-09,4.115226559520124e-08,0.9999964237213135
21662,21662_1_automobile.png,fdf70eb4666b24ee751da600cbcb70d6,1,1,0.9999954700469971,0.9999954700469971,0.06433333456516266,2.9142698210193885e-07,3.1756621865497436e-07,0.9999954700469971,2.6860927704319693e-08,1.8690673897481247e-08,5.506321620885046e-09,2.956686628863281e-08,2.600517490236598e-08,2.1256365556610035e-08,4.2609738670762454e-07,3.7355318909249036e-06
